Conc,Speed_mean,Speed_sd
0,0.0798307575757576,0.00368255989024232
0.075,0.075274716659603,0.00415953221694671
0.15,0.0704666023511545,0.00290417025011619
0.3,0.0619451313837677,0.00441266016098551
0.6,0.0575794065336733,0.00530218659678561
1.25,0.0457828088038562,0.00448508919299267
2.5,0.0333093001432465,0.00434464484391882
5,0,0
