Conc,p,pmin,pmax
0.15625,0.0937219181443862,0.0898976648866918,0.0975461714020807
0.2925,0.0936392897845018,0.0898324583519976,0.0974461212170059
0.42875,0.0935566679529001,0.0897670309439173,0.0973463049618828
0.565,0.0934740526488085,0.0897013810075115,0.0972467242901055
0.70125,0.0933914438714529,0.0896355069009512,0.0971473808419547
0.8375,0.0933088416200598,0.0895694079026314,0.0970482753374882
0.97375,0.0932262458938564,0.0895030818456865,0.0969494099420263
1.11,0.0931436566920687,0.0894365275238143,0.0968507858603231
1.24625,0.0930610740139248,0.0893697432014659,0.0967524048263837
1.3825,0.0929784978586508,0.0893027274449652,0.0966542682723363
1.51875,0.0928959282254742,0.0892354796691185,0.0965563767818299
1.655,0.0928133651136229,0.0891679970035987,0.0964587332236471
1.79125,0.0927308085223237,0.0891002790484347,0.0963613379962128
1.9275,0.0926482584508039,0.0890323244985172,0.0962641924030906
2.06375,0.0925657148982921,0.0889641314677612,0.0961672983288231
2.2,0.0924831778640156,0.0888956989699686,0.0960706567580626
2.33625,0.0924006473472025,0.0888270256809638,0.0959742690134413
2.4725,0.0923181233470807,0.0887581103619866,0.0958781363321747
2.60875,0.0922356058628782,0.0886889518576296,0.0957822598681267
2.745,0.0921530948938241,0.0886195484490946,0.0956866413385535
2.88125,0.0920705904391457,0.0885498996649375,0.0955912812133538
3.0175,0.0919880924980725,0.0884800036977155,0.0954961812984295
3.15375,0.0919056010698327,0.0884098600791995,0.0954013420604659
3.29,0.0918231161536549,0.0883394676298597,0.0953067646774501
3.42625,0.0917406377487686,0.0882688247826528,0.0952124507148845
3.5625,0.0916581658544025,0.0881979311642218,0.0951184005445831
3.69875,0.0915757004697859,0.0881267853888347,0.0950246155507371
3.835,0.0914932415941481,0.0880553867051028,0.0949310964831934
3.97125,0.091410789226718,0.0879837343966073,0.0948378440568286
4.1075,0.091328343366726,0.0879118271133252,0.0947448596201268
4.24375,0.0912459040134008,0.0878396647531611,0.0946521432736406
4.38,0.0911634711659728,0.0877672464564484,0.0945596958754972
4.51625,0.0910810448236719,0.0876945711011689,0.0944675185461748
4.6525,0.0909986249857275,0.0876216384367866,0.0943756115346685
4.78875,0.0909162116513706,0.0875484476732206,0.0942839756295207
4.925,0.0908338048198307,0.0874749984414775,0.094192611198184
5.06125,0.0907514044903386,0.0874012903201461,0.094101518660531
5.1975,0.0906690106621246,0.0873273225783387,0.0940106987459106
5.33375,0.0905866233344192,0.0872530951690421,0.0939201514997964
5.47,0.0905042425064542,0.0871786075172752,0.0938298774956332
5.60625,0.0904218681774589,0.0871038595372295,0.0937398768176883
5.7425,0.0903395003466647,0.0870288511229166,0.0936501495704128
5.87875,0.0902571390133033,0.0869535818874465,0.0935606961391602
6.015,0.0901747841766056,0.0868780519592951,0.0934715163939162
6.15125,0.0900924358358033,0.0868022610407554,0.0933826106308512
6.2875,0.0900100939901267,0.0867262096290951,0.0932939783511583
6.42375,0.0899277586388085,0.0866498974190174,0.0932056198585996
6.56,0.0898454297810805,0.0865733247532215,0.0931175348089394
6.69625,0.0897631074161738,0.0864964918173424,0.0930297230150052
6.8325,0.0896807915433211,0.0864193988936405,0.0929421841930017
6.96875,0.0895984821617537,0.0863420464157059,0.0928549179078015
7.105,0.0895161792707038,0.0862644347727138,0.0927679237686937
7.24125,0.0894338828694043,0.0861865644149225,0.0926812013238862
7.3775,0.0893515929570876,0.0861084358881069,0.0925947500260683
7.51375,0.0892693095329862,0.0860300498249771,0.0925085692409952
7.65,0.0891870325963322,0.0859514068950199,0.0924226582976446
7.78625,0.0891047621463592,0.085872507834389,0.0923370164583295
7.9225,0.0890224981822998,0.0857933534546177,0.0922516429099818
8.05875,0.0889402407033866,0.0857139445905368,0.0921665368162363
8.195,0.0888579897088531,0.085634282169036,0.0920816972486701
8.33125,0.0887757451979327,0.0855543671922752,0.0919971232035903
8.4675,0.0886935071698591,0.0854742007489991,0.0919128135907192
8.60375,0.0886112756238653,0.085393783873964,0.0918287673737665
8.74,0.0885290505591851,0.0853131177959657,0.0917449833224045
8.87625,0.0884468319750522,0.0852322036682955,0.0916614602818089
9.0125,0.0883646198707004,0.0851510429229809,0.09157819681842
9.14875,0.0882824142453642,0.0850696367804428,0.0914951917102856
9.285,0.088200215098277,0.0849879866073759,0.0914124435891781
9.42125,0.0881180224286737,0.0849060939509002,0.0913299509064473
9.5575,0.0880358362357883,0.0848239603223723,0.0912477121492042
9.69375,0.0879536565188554,0.0847415872254623,0.0911657258122486
9.83,0.0878714832771101,0.0846589765825749,0.0910839899716454
9.96625,0.0877893165097858,0.0845761294433564,0.0910025035762153
10.1025,0.0877071562161187,0.0844930480467204,0.090921264385517
10.23875,0.0876250023953431,0.0844097339180457,0.0908402708726405
10.375,0.0875428550466943,0.0843261889857681,0.0907595211076206
10.51125,0.0874607141694077,0.0842424152087687,0.0906790131300467
10.6475,0.087378579762718,0.0841584141841109,0.0905987453413251
10.78375,0.0872964518258614,0.084074188101591,0.0905187155501319
10.92,0.0872143303580728,0.0839897388236982,0.0904389218924474
11.05625,0.0871322153585883,0.0839050684359574,0.0903593622812192
11.1925,0.087050106826644,0.0838201791739877,0.0902800344793003
11.32875,0.0869680047614749,0.0837350726921402,0.0902009368308096
11.465,0.086885909162318,0.0836497514171321,0.0901220669075039
11.60125,0.0868038200284094,0.0835642178502987,0.09004342220652
11.7375,0.0867217373589844,0.0834784732942951,0.0899650014236736
11.87375,0.0866396611532809,0.0833925210804897,0.0898868012260722
12.01,0.0865575914105339,0.0833063625247268,0.089808820296341
12.14625,0.0864755281299812,0.08322000044593,0.0897310558140323
12.2825,0.0863934713108589,0.083133436772508,0.0896535058492099
12.41875,0.0863114209524047,0.0830466743077946,0.0895761675970148
12.555,0.0862293770538547,0.0829597151498586,0.0894990389578507
12.69125,0.0861473396144468,0.0828725615578957,0.0894221176709978
12.8275,0.0860653086334175,0.082785216141373,0.0893454011254621
12.96375,0.085983284110005,0.0826976812115569,0.0892688870084531
13.1,0.0859012660434457,0.0826099589711051,0.0891925731157863
13.23625,0.0858192544329786,0.0825220525125852,0.0891164563533719
13.3725,0.0857372492778405,0.0824339636542129,0.0890405349014682
13.50875,0.0856552505772696,0.0823456951732336,0.0889648059813057
13.645,0.0855732583305038,0.0822572493398338,0.0888892673211738
13.78125,0.0854912725367809,0.0821686286162131,0.0888139164573487
13.9175,0.0854092931953394,0.0820798356016134,0.0887387507890654
14.05375,0.0853273203054181,0.0819908731844249,0.0886637674264114
14.19,0.0852453538662545,0.0819017429810583,0.0885889647514508
14.32625,0.0851633938770879,0.0818124483579223,0.0885143393962535
14.4625,0.0850814403371567,0.0817229912093905,0.0884398894649229
14.59875,0.0849994932456997,0.0816333741417949,0.0883656123496044
14.735,0.0849175526019561,0.081543599921269,0.0882915052826432
14.87125,0.0848356184051648,0.0814536707876703,0.0882175660226594
15.0075,0.0847536906545647,0.0813635889259286,0.0881437923832009
15.14375,0.0846717693493955,0.0812733575506874,0.0880701811481036
15.28,0.0845898544888963,0.0811829786997946,0.0879967302779981
15.41625,0.084507946072307,0.0810924548531762,0.0879234372914379
15.5525,0.0844260440988673,0.0810017889097996,0.087850299287935
15.68875,0.0843441485678165,0.0809109827471429,0.08777731438849
15.825,0.0842622594783946,0.0808200386744835,0.0877044802823057
15.96125,0.0841803768298419,0.0807289596898751,0.0876317939698087
16.0975,0.0840985006213981,0.0806377477763921,0.0875592534664042
16.23375,0.0840166308523043,0.0805464061414044,0.0874868555632041
16.37,0.0839347675217996,0.0804549354253095,0.0874145996182897
16.50625,0.0838529106291257,0.0803633404014202,0.0873424808568312
16.6425,0.0837710601735226,0.0802716215228367,0.0872704988242086
16.77875,0.0836892161542311,0.0801797817836475,0.0871986505248147
16.915,0.0836073785704921,0.0800878235206267,0.0871269336203574
17.05125,0.0835255474215466,0.0799957492235759,0.0870553456195174
17.1875,0.0834437227066354,0.0799035605017865,0.0869838849114842
17.32375,0.0833619044250002,0.0798112606704164,0.0869125481795841
17.46,0.0832800925758819,0.0797188511416813,0.0868413340100825
17.59625,0.0831982871585222,0.0796263346850765,0.0867702396319679
17.7325,0.0831164881721627,0.0795337131762121,0.0866992631681132
17.86875,0.0830346956160453,0.0794409893388147,0.0866284018932758
18.005,0.082952909489411,0.0793481644968624,0.0865576544819596
18.14125,0.0828711297915024,0.0792552413374233,0.0864870182455814
